No,Post URL,Message,Score,Reason,Group,PostDate,Contact,ScrapedAt
1,https://www.facebook.com/groups/2317142971864047/posts/4353130981598559/,Hybrid Solar 10kw มีแบต 7kw ขอเปลี่ยนมิเตอร์เป็น tou จะดีกว่าแบบปกติไหมครับ ในกรณีครอบคลุมและประหยัดค่าไฟ,2,สนใจโซล่าเซลล์,2317142971864047,4 นาที,,2026-04-21 14:49:05
2,https://www.facebook.com/groups/2317142971864047/posts/4353130981598559/,Hybrid Solar 10kw มีแบต 7kw ขอเปลี่ยนมิเตอร์เป็น tou จะดีกว่าแบบปกติไหมครับ ในกรณีครอบคลุมและประหยัดค่าไฟ,2,ต้องการรีวิวเปรียบเทียบ,2317142971864047,9 นาที,,2026-04-21 14:54:17
3,https://www.facebook.com/groups/1925997401002801/posts/4521452764790572/,ราคาจะปรับขึ้นแล้วรีบตัดสินใจกันน่ะ... ดูเพิ่มเติม,10,กำลังจะซื้อ/ติด,1925997401002801,1 ชั่วโมง,,2026-04-21 15:11:16
4,https://www.facebook.com/groups/2317142971864047/posts/4353140561597601/,แอร์ inverter 18000BTU ถ้าจะติดแผงโซลาน์เซลล์ ทำเองหรือจ้างแบบเป็นชุด  ราคาเท่าไหร่หรอครับ,10,กำลังจะซื้อ/ติด,2317142971864047,14 นาที,,2026-04-21 15:11:31
5,https://www.facebook.com/groups/thaisolarcell/posts/1294725442627518/,"รบกวนขอคำแนะนำครับ ตอนนี้ใช้ inverter huawei 5 kw + แผง 500w 12 แผง  เป็นระบบ hybrid ไม่มีแบต ตอนนี้กำลังจะหาแบตมาใส่ ลังเลว่าจะไปทางไหนดี 
1.ซื้อแบต luna2000 2 ก้อน + power module ใช้ประมานงบ 160,000+-
2.เปลี่ยน inverter แบรนด์อื่น + แบต ประมาน 16 kw. โดยใช้แผงเดิม ในงบ ใกล้เคียง ... ดูเพิ่มเติม",10,สอบถาม/ขอคำแนะนำ,thaisolarcell,2 ชั่วโมง,,2026-04-21 15:11:42
6,https://www.facebook.com/groups/thaisolarcell/posts/1294543235979072/,"รบกวนขอรีวิวบ้านไหนติดของ energy lib มั้ยคะ
บริการหลังการขายเป็นยังไง สินค้าโอเคมั้ย
กำลังลังเลอยู่ว่าจะไป huawei ดีมั้ยค่ะ
ขอบคุณนะคะ",4,สอบถาม/ขอคำแนะนำ,thaisolarcell,7 ชั่วโมง,,2026-04-21 15:11:46
7,https://www.facebook.com/groups/1671213103178339/posts/4061617280804564/,"อินเวอร์เตอร์ แปลงไฟ 12 V เป็น 220 V ขนาด 3,000 วัตต์... ดูเพิ่มเติม",6,ถามเกี่ยวกับโซล่า,1671213103178339,3 ชั่วโมง,,2026-04-21 15:12:07
8,https://www.facebook.com/groups/thaisolarcell/posts/1290343156399080/,สนใจติด6k แบต16k เสนอราคาใต้โพสพร้อมสเปคค่ะ,6,สนใจ/กำลังพิจารณา,thaisolarcell,5 วัน,,2026-04-21 15:12:09
9,https://www.facebook.com/groups/1925997401002801/posts/4521494674786381/,"DEYE Micro Inverter 2.25 Kw build-in wifi and rapid shutdown warranty 10 years รองรับแผงสูงสุด4แผง ผ่านลิสการไฟฟ้า
 https://s.shopee.co.th/16cNevJQO",4,ถามเกี่ยวกับโซล่า,1925997401002801,2 นาที,,2026-04-21 15:13:50
10,https://www.facebook.com/groups/2317142971864047/posts/4353140561597601/,แอร์ inverter 18000BTU ถ้าจะติดแผงโซลาน์เซลล์ ทำเองหรือจ้างแบบเป็นชุด  ราคาเท่าไหร่หรอครับ,10,กำลังจะซื้อ/ติด,2317142971864047,16 นาที,,2026-04-21 15:14:19
11,https://www.facebook.com/groups/thaisolarcell/posts/1290343156399080/,สนใจติด6k แบต16k เสนอราคาใต้โพสพร้อมสเปคค่ะ,6,สนใจ/กำลังพิจารณา,thaisolarcell,5 วัน,,2026-04-21 15:14:34
12,https://www.facebook.com/groups/thaisolarcell/posts/1294725442627518/,"รบกวนขอคำแนะนำครับ ตอนนี้ใช้ inverter huawei 5 kw + แผง 500w 12 แผง  เป็นระบบ hybrid ไม่มีแบต ตอนนี้กำลังจะหาแบตมาใส่ ลังเลว่าจะไปทางไหนดี 
1.ซื้อแบต luna2000 2 ก้อน + power module ใช้ประมานงบ 160,000+-
2.เปลี่ยน inverter แบรนด์อื่น + แบต ประมาน 16 kw. โดยใช้แผงเดิม ในงบ ใกล้เคียง ... ดูเพิ่มเติม",10,สอบถาม/ขอคำแนะนำ,thaisolarcell,2 ชั่วโมง,,2026-04-21 15:14:46
13,https://www.facebook.com/groups/thaisolarcell/posts/1294543235979072/,"รบกวนขอรีวิวบ้านไหนติดของ energy lib มั้ยคะ
บริการหลังการขายเป็นยังไง สินค้าโอเคมั้ย
กำลังลังเลอยู่ว่าจะไป huawei ดีมั้ยค่ะ
ขอบคุณนะคะ",4,สอบถาม/ขอคำแนะนำ,thaisolarcell,7 ชั่วโมง,,2026-04-21 15:14:49
14,https://www.facebook.com/groups/1925997401002801/posts/4521494674786381/,"DEYE Micro Inverter 2.25 Kw build-in wifi and rapid shutdown warranty 10 years รองรับแผงสูงสุด4แผง ผ่านลิสการไฟฟ้า
 https://s.shopee.co.th/16cNevJQO",4,ถามเกี่ยวกับโซล่า,1925997401002801,19 นาที,,2026-04-21 15:30:12
15,https://www.facebook.com/groups/2317142971864047/posts/4353153071596350/,หาช่างติดกันย้อน อินเวอร์เตอร์ invt ระแวกพุทธมณฑล คลองโยง,4,ถามเกี่ยวกับโซล่า,2317142971864047,14 นาที,,2026-04-21 15:30:22
16,https://www.facebook.com/groups/thaisolarcell/posts/1294725442627518/,"รบกวนขอคำแนะนำครับ ตอนนี้ใช้ inverter huawei 5 kw + แผง 500w 12 แผง  เป็นระบบ hybrid ไม่มีแบต ตอนนี้กำลังจะหาแบตมาใส่ ลังเลว่าจะไปทางไหนดี 
1.ซื้อแบต luna2000 2 ก้อน + power module ใช้ประมานงบ 160,000+-
2.เปลี่ยน inverter แบรนด์อื่น + แบต ประมาน 16 kw. โดยใช้แผงเดิม ในงบ ใกล้เคียง ... ดูเพิ่มเติม",10,สอบถาม/ขอคำแนะนำ,thaisolarcell,2 ชั่วโมง,,2026-04-21 15:30:57
17,https://www.facebook.com/groups/thaisolarcell/posts/1294667075966688/,ตอนนี้เล็งๆ อยากติดโซล่าเซลที่บ้านบ้าง แต่เลือกบริษัทไม่ถูก กลัวโดนขายฝันแล้วทิ้งงาน ใครมีบริษัทที่ใช้อยู่แล้วรู้สึกว่าบริการดี รับผิดชอบงานดี ช่วยแนะนำหน่อยนะคะ ขอบคุณล่วงหน้าค่ะ!,10,สนใจ/กำลังพิจารณา,thaisolarcell,4 ชั่วโมง,,2026-04-21 15:31:01
18,https://www.facebook.com/groups/thaisolarcell/posts/1290343156399080/,สนใจติด6k แบต16k เสนอราคาใต้โพสพร้อมสเปคค่ะ,6,สนใจ/กำลังพิจารณา,thaisolarcell,5 วัน,,2026-04-21 15:31:21
19,https://www.facebook.com/groups/2317142971864047/posts/4353171214927869/,"สอบถามครับ
แบตลิเทียม genixgreen ดีไหมครับ",4,สอบถาม/ขอคำแนะนำ,2317142971864047,2 นาที,,2026-04-21 15:37:14
20,https://www.facebook.com/groups/thaisolarcell/posts/1294800862619976/,บ้านเป็นตึกแถว 3 ชั้นครึ่ง 1 คูหา ดาดฟ้าเรียบๆ ไม่มีหลังคา มีแท้งน้ำ 1 แท้ง ค่าไฟ 6000+ กลางวันส่วนมากเปิดแอร์ 16000 btu 1 ตัว อยากติด Solar + แบต รบกวนแนะนำบริษัท ราคาไม่แรงทีครับ  ขอบคุณล่วงหน้าครับ,10,สนใจ/กำลังพิจารณา,thaisolarcell,1 นาที,,2026-04-21 15:37:52
21,https://www.facebook.com/groups/thaisolarcell/posts/1292001792899883/,"เปิดร้านขายของชำ อยากติดตั้งโซล่าเซล
เน้นใช้ไฟฟ้าตอนกลางวันเยอะครับ ค่าไฟ 5-6พันบาท
เครื่องใช้ไฟฟ้า แอร์ 24,000 / 2 เครื่อง เน้นกลางวัน
ตู้แช่เครื่องดื่ม 2 ประตู 2 เครื่อง เปิด 24ชั่วโมง
ดูเพิ่มเติม",10,สนใจ/กำลังพิจารณา,thaisolarcell,3 วัน,,2026-04-21 15:37:56
22,https://www.facebook.com/groups/2317142971864047/posts/4353181094926881/,"หาช่างติดตั้งและล้างแผงโซล่าเขต กทม-ปริมลฑล
ขอช่างที่มีอุปกรณ์ครบ มีความรับผิดชอบสูง
ทิ้งเบอร์ไว้ใน comment ได้เลยคะพรุ่งนี้จะมีพนักงานติดต่อกลับ",6,ถามเกี่ยวกับโซล่า,2317142971864047,5 นาที,,2026-04-21 15:53:35
23,https://www.facebook.com/groups/thaisolarcell/posts/1294806432619419/,"หาช่างติดตั้งและล้างแผงโซล่าเขต กทม-ปริมลฑล
ขอช่างที่มีอุปกรณ์ครบ มีความรับผิดชอบสูง
ทิ้งเบอร์ไว้ใน comment ได้เลยคะพรุ่งนี้จะมีพนักงานติดต่อกลับ",6,ถามเกี่ยวกับโซล่า,thaisolarcell,6 นาที,,2026-04-21 15:54:14
24,https://www.facebook.com/groups/thaisolarcell/posts/1291719032928159/,"คนที่บ้านติดโซล่าเซลล์แล้ว
อยากจะบอกอะไรกับคนที่กำลังคิดจะติดคะ
",10,กำลังจะซื้อ/ติด,thaisolarcell,4 วัน,,2026-04-21 15:54:18
25,https://www.facebook.com/groups/thaisolarcell/posts/1293270052773057/,"ขอคำแนำนำหน่อยครับ
อินเวอร์เตอร์ไฮบริดพ่วงแบตได้ มีรุ่นเล็กๆมั้ยครับ
อยากติด1.5Kw.-3Kw.
ที่บ้านมีพื้นที่วางแผงจำกัด",10,สนใจ/กำลังพิจารณา,thaisolarcell,2 วัน,,2026-04-21 16:01:05
26,https://www.facebook.com/groups/2317142971864047/posts/4353190364925954/,"ขอสอบถาม อินเวอเตอร์luxpower
ทำไมแบตมันขึ้นแดง แล้วมีแสงไม่ตัดแล้วแผงคับ
ต้องตั้งเปิดเป็นไฮบริจถึงจะตัดเข้าแผง แต่ไม่ชาร์จลงแบต",4,ถามเกี่ยวกับโซล่า,2317142971864047,6 นาที,,2026-04-21 16:07:10
27,https://www.facebook.com/groups/thaisolarcell/posts/1294224109344318/,"สนใจ ติดตั้ง โซลาเซลล ปกติ ค่าไฟบ้านอยุ่ ประมาณ 2800 เดือนนี้ ขึ้นมา 3800 สนใจ หัวเหว่ย 5kw + แบต 5kw ครับ
กลางคืนใช้ แอร์ 12000 btu 1 ตัว ทีวี 1 เพียงพอ ไหม ครับ",8,สอบถาม/ขอคำแนะนำ,thaisolarcell,19 ชั่วโมง,,2026-04-21 16:07:51
28,https://www.facebook.com/groups/2317142971864047/posts/4353203571591300/,บ้านมีแอร์ 2500 BTU 3 ตัว ต่อคืน ตู้เย็น14 คิว 2 ตัว เครื่องซักผ้า 1  ตัว เครื่องล้างจาน 1 ตัว อยากติดโซล่าเซลล์ แบบออนกิตต้องใช้แผงกี่แผง  แบตกี่กิโลวัตต์ ฯลฯ ขอความรู้หน่อยครับ,10,สนใจ/กำลังพิจารณา,2317142971864047,7 นาที,,2026-04-21 16:26:09
29,https://www.facebook.com/groups/2317142971864047/posts/4353203098258014/,สอบถามครับ inverter Deye ถ้าเรามีแบต เราสามารถตั้งให้เครื่องใช้ไฟการไฟฟ้า ชาร์จแบตไว้ตอนช่วงหลัง 4 ทุ่มได้มั้ยครับ หรือมันต้องชาร์จผ่านแผงโซล่าอย่างเดียว,8,ถามเกี่ยวกับโซล่า,2317142971864047,8 นาที,,2026-04-21 16:26:11
30,https://www.facebook.com/groups/2317142971864047/posts/4353200998258224/,สอบถามครับ พอดีสนใจจะติดโซล่าเซลล์แบบ Hybrid ประมาณ 6KWH แบบ 15KWH ต่อแบบ String ใช้ประมาณ 9-10 แผงครับ อยากขอคำแนะนำว่าควรต้องติดตัว optimizer ด้วยหรือเปล่าครับ ขอบคุณครับ,10,กำลังจะซื้อ/ติด,2317142971864047,11 นาที,,2026-04-21 16:26:13
31,https://www.facebook.com/groups/thaisolarcell/posts/1294240652675997/,"สนใจติดตั้ง Solar Cell แบบ Hybrid 6kw 1P แบต 300 Ah 
แถวพระราม 2 กลางคืนใช้แอร์ 12,000 BTU 1 ตัว
มีบริษัทแนะนำพร้อมราคามั้ยครับ",6,สนใจ/กำลังพิจารณา,thaisolarcell,18 ชั่วโมง,,2026-04-21 16:26:49
32,https://www.facebook.com/groups/thaisolarcell/posts/1293265816106814/,"ค่าไฟเดือนละ 3500-5000
กทม. ติดแบบไหนดีคร้บ
เอาแบบจ่ายค่าไฟเหลือ 100-200 บาทต่อเดือน",4,สอบถาม/ขอคำแนะนำ,thaisolarcell,2 วัน,,2026-04-21 16:26:54
33,https://www.facebook.com/groups/1925997401002801/posts/4521546811447834/,"SUNDANT แผง โซล่าเซลล์ 600W รุ่น MNH-600BI (HIGH VOLT) DOUBLE GLASSE NTYPE MONO HALF CELL โซล่าเซลล์ 
 https://s.shopee.co.th/LjSvBhMjH",4,ถามเกี่ยวกับโซล่า,1925997401002801,1 นาที,,2026-04-21 16:33:17
34,https://www.facebook.com/groups/383849116272497/posts/1656698565654206/," ด่วน! ค่าไฟรอบใหม่กำลังขยับขึ้นอีกแล้ว 
คณะกรรมการกำกับกิจการพลังงานมีมติให้ปรับขึ้นอัตราค่าไฟฟ้าผันแปร (Ft) ประจำงวดเดือนพฤษภาคมถึงสิงหาคม 2569 ซึ่งจะส่งผลให้ภาระ... ดูเพิ่มเติม",8,สอบถาม/ขอคำแนะนำ,383849116272497,14 ชั่วโมง,,2026-04-22 08:40:55
35,https://www.facebook.com/groups/2317142971864047/posts/4349870235257967/,ค่าไฟ4-5 พันต่อเดือนขอคำแนะนำหน่อยค่ะ,4,สอบถาม/ขอคำแนะนำ,2317142971864047,17 นาที,,2026-04-22 08:41:16
36,https://www.facebook.com/groups/thaisolarcell/posts/1295361762563886/,สนใจติดโซล่าเชลแบบผ่อนมีมั้ยคะ,6,สนใจ/กำลังพิจารณา,thaisolarcell,7 นาที,,2026-04-22 08:41:30
37,https://www.facebook.com/groups/thaisolarcell/posts/1294980759268653/,สนใจติดตั้งโซล่าเซล แถวไทรม้านนทบุรี ขอบริการดี มีคุณภาพผลงานดี แนะนำครับ,6,สนใจ/กำลังพิจารณา,thaisolarcell,11 ชั่วโมง,,2026-04-22 08:41:36
38,https://www.facebook.com/groups/1671213103178339/posts/4061962294103396/,"ไฟถนนโซล่าเซลล์ ขนาดใหญ่  ตามภาพ ของใหม่มือ 1 อุปกรณ์พร้อมติดตั้ง 
2ชุด 900 ฟรี ส่ง ฟรีปลายทาง 
ขนาดโคม 46 x 34 cm สนใจทักแชทครับ 
#ไฟถนนโซล่าเซลล์ #ไฟโซล่าเซลล์ราคาถูก #ไฟถนนพลังงานแสงอาทิตย์ #ของดีราคาถูก #สินค้าพร้อมส่ง #ประหยัดค่าไฟ #ของใช้ในบ้าน #ของดีบอกต่อ",10,กำลังจะซื้อ/ติด,1671213103178339,"ตอบกลับเร็วมาก
 
12 ชั่วโมง",,2026-04-22 08:41:45
39,https://www.facebook.com/groups/thaisolarcell/posts/1294862352613827/,กำลังสนใจติดโซล่าเซล ที่มองไว้คือระบบ Hybrid ปัจจุบันใช้ไฟ 3 เฟส ควรเลือกติดตั... ดูเพิ่มเติม,10,สนใจ/กำลังพิจารณา,thaisolarcell,15 ชั่วโมง,,2026-04-22 08:41:50
40,https://www.facebook.com/groups/2317142971864047/posts/4353979444847046/,ค่าไฟที่มินิมาร์ทเดือนละ 5 พัน อยากติดตั้ง โซล่า ติดแอร์เพิ่ม 64 ตรม.,10,สนใจ/กำลังพิจารณา,2317142971864047,10 นาที,,2026-04-22 10:06:58
41,https://www.facebook.com/groups/thaisolarcell/posts/1295406579226071/,"จ่ายค่าไฟเดือนละ 25000+ อยากติด solar 1 phase แบบ on grid ไม่ต้องมี battery
แนะนำติดซักกี่ KW ถึงจะคุ้มที่สุดครับ ได้ project IRR ประมาณเท่าไหร่
ต้นทุนประมาณเท่าไหร่
ขอบคุณครับ",10,สนใจ/กำลังพิจารณา,thaisolarcell,6 นาที,,2026-04-22 10:07:05
42,https://www.facebook.com/groups/thaisolarcell/posts/1293085292791533/,"ค่าไฟ 1,500 บาท อยากจะติดโซล่าเซลล์ครับแนะนำหน่อย",10,กำลังจะซื้อ/ติด,thaisolarcell,3 วัน,,2026-04-22 10:07:14
43,https://www.facebook.com/groups/thaisolarcell/posts/1295404055892990/,สนใจติดตั้งโซลาร์เซลล์ร้านอาหาร เขตตลิ่งชัน กรุงเทพ บริษัทใดรับติดตั้ง ให้บริการสำรวจหน้างานลงโปรไฟล์ไว้ได้เลย,6,สนใจ/กำลังพิจารณา,thaisolarcell,10 นาที,,2026-04-22 10:07:23
